Column 0,Mes,Subagencia,SKU,Hectolitros,Hectolitros Standard Deviation
545617,2/3/18 0:00,10116,1,459.1167824,308.0659225
545618,2/3/18 0:00,10194,1,300.0335215,148.6057839
545619,2/3/18 0:00,10257,1,17.91590027,18.9193356
545620,2/3/18 0:00,10258,1,5.334098656,11.1724431
545621,2/3/18 0:00,10118,1,223.9254872,121.6873933
545622,2/3/18 0:00,10119,1,344.1048708,132.4733833
545623,2/3/18 0:00,10122,1,83.89301648,82.85944896
545624,2/3/18 0:00,10197,25,213.6014365,69.54386138
545625,2/3/18 0:00,10203,25,21.76481413,31.97523906
545626,2/3/18 0:00,10198,25,10.49294622,32.38240982
545627,2/3/18 0:00,10204,25,25.24054407,36.91669508
545628,2/3/18 0:00,10199,25,20.55618873,31.69467048
545629,2/3/18 0:00,10146,25,230.2066421,52.5164023
545630,2/3/18 0:00,10206,25,31.40960443,37.17231355
545631,2/3/18 0:00,10207,25,13.90540103,37.52065684
545632,2/3/18 0:00,10156,25,148.9095335,36.70852902
545633,2/3/18 0:00,10209,25,27.84093364,36.87633227
545634,2/3/18 0:00,10211,25,18.6894776,36.94038006
545635,2/3/18 0:00,10212,25,77.96293794,73.78815508
545636,2/3/18 0:00,10158,25,2415.899489,398.1867658
545637,2/3/18 0:00,10214,25,230.4191339,134.6566641
545638,2/3/18 0:00,10215,25,302.0072079,177.7194117
545639,2/3/18 0:00,10216,25,83.06859494,74.56893212
545640,2/3/18 0:00,10217,25,47.51112282,76.44793414
545641,2/3/18 0:00,10218,25,286.2345915,166.1140704
545642,2/3/18 0:00,10129,25,8106.339656,2439.209614
545643,2/3/18 0:00,10130,25,6875.175317,2115.01977
545644,2/3/18 0:00,10131,25,8564.621859,1704.381661
545645,2/3/18 0:00,10159,25,1127.925387,195.4119984
545646,2/3/18 0:00,10133,25,136.7737778,20.16574041
545647,2/3/18 0:00,10134,25,1754.090895,259.2665849
545648,2/3/18 0:00,10135,25,1628.016686,349.7636232
545649,2/3/18 0:00,10136,25,813.1122396,142.0515195
545650,2/3/18 0:00,10161,25,1170.349326,219.3861883
545651,2/3/18 0:00,10141,25,650.2548459,108.713393
545652,2/3/18 0:00,10169,25,367.9148146,74.57578391
545653,2/3/18 0:00,10229,25,73.23653983,39.40810192
545654,2/3/18 0:00,10231,25,29.52533857,34.33328884
545655,2/3/18 0:00,10259,25,680.4016852,188.3844696
545656,2/3/18 0:00,10176,25,176.4638643,52.32573775
545657,2/3/18 0:00,10003,25,19.81340333,6.678486966
545658,2/3/18 0:00,10233,25,12.47177698,33.86554726
545659,2/3/18 0:00,10234,25,23.53861346,33.46676103
545660,2/3/18 0:00,10235,25,13.33696884,34.08923254
545661,2/3/18 0:00,10005,25,2.550774282,0.441792767
545662,2/3/18 0:00,10236,25,10.00466384,34.39323965
545663,2/3/18 0:00,10237,25,6.737512341,34.70803589
545664,2/3/18 0:00,10006,25,1952.153854,512.340824
545665,2/3/18 0:00,10007,25,276.628592,117.0875137
545666,2/3/18 0:00,10008,25,397.4941438,147.6400044
545667,2/3/18 0:00,10009,25,144.1789286,91.26670308
545668,2/3/18 0:00,10010,25,390.5285276,103.0316429
545669,2/3/18 0:00,10011,25,716.1263696,160.4235985
545670,2/3/18 0:00,10012,25,150.6401943,39.90699055
545671,2/3/18 0:00,10240,25,14.09694439,33.94686277
545672,2/3/18 0:00,10026,25,124.144084,20.0146544
545673,2/3/18 0:00,10027,25,11.93514938,7.898467275
545674,2/3/18 0:00,10241,25,13.82336685,34.10514442
545675,2/3/18 0:00,10031,25,7.721977462,2.873547288
545676,2/3/18 0:00,10048,25,3264.508063,662.7065794
545677,2/3/18 0:00,10050,25,1.125141176,2.169484938
545678,2/3/18 0:00,10183,25,5.367448867,33.04644809
545679,2/3/18 0:00,10186,25,940.1781092,172.9304737
545680,2/3/18 0:00,10188,25,952.6890452,179.0308172
545681,2/3/18 0:00,10189,25,281.3976498,66.71682429
545682,2/3/18 0:00,10058,25,317.4329582,111.5012212
545683,2/3/18 0:00,10059,25,69.25855587,106.7127837
545684,2/3/18 0:00,10249,25,26.27415864,48.30715555
545685,2/3/18 0:00,10060,25,885.3258604,128.5712279
545686,2/3/18 0:00,10063,25,70.91203849,9.677300997
545687,2/3/18 0:00,10073,25,168.9756828,37.79425821
545688,2/3/18 0:00,10077,25,15.06411327,10.81544127
545689,2/3/18 0:00,10080,25,20.02410582,52.9588644
545690,2/3/18 0:00,10081,25,16.89648707,53.66611214
545691,2/3/18 0:00,10082,25,16.36219916,53.7964762
545692,2/3/18 0:00,10083,25,2138.037001,437.4495182
545693,2/3/18 0:00,10087,25,430.7616691,79.24358243
545694,2/3/18 0:00,10091,25,1201.986192,212.1013304
545695,2/3/18 0:00,10092,25,448.3177313,122.6498669
545696,2/3/18 0:00,10093,25,4156.117631,462.0759111
545697,2/3/18 0:00,10096,25,18.394632,2.472187634
545698,2/3/18 0:00,10100,25,2852.752507,873.8577466
545699,2/3/18 0:00,10102,25,436.9078172,112.7367909
545700,2/3/18 0:00,10254,25,124.9150635,70.23461486
545701,2/3/18 0:00,10105,25,790.7598992,203.7256237
545702,2/3/18 0:00,10106,25,484.9123151,170.9856549
545703,2/3/18 0:00,10110,25,1273.943791,217.2718274
545704,2/3/18 0:00,10114,25,18.78161718,10.19077026
545705,2/3/18 0:00,10116,25,2468.629975,401.5721961
545706,2/3/18 0:00,10194,25,2470.230972,483.2793814
545707,2/3/18 0:00,10257,25,72.32032731,46.42641395
545708,2/3/18 0:00,10258,25,16.48168661,44.60732341
545709,2/3/18 0:00,10118,25,8813.125864,2091.237383
545710,2/3/18 0:00,10119,25,3335.362957,1069.744587
545711,2/3/18 0:00,10122,25,2513.153904,233.3328838
545712,2/3/18 0:00,10212,26,6.825328839,36.10555167
545713,2/3/18 0:00,10129,26,1850.680307,375.9794117
545714,2/3/18 0:00,10130,26,692.4179075,182.2714068
545715,2/3/18 0:00,10131,26,982.1818638,189.3038518
545716,2/3/18 0:00,10159,26,755.6529433,125.4006746
545717,2/3/18 0:00,10133,26,125.7097734,17.21864977
545718,2/3/18 0:00,10134,26,771.4075357,123.2320914
545719,2/3/18 0:00,10135,26,551.5426694,113.3062977
545720,2/3/18 0:00,10136,26,482.7928829,105.0350772
545721,2/3/18 0:00,10141,26,809.2123709,118.425924
545722,2/3/18 0:00,10169,26,81.49200641,15.76809385
545723,2/3/18 0:00,10007,26,0.001468054,0.017572847
545724,2/3/18 0:00,10073,26,448.9307267,88.05715954
545725,2/3/18 0:00,10077,26,199.7469881,36.83668926
545726,2/3/18 0:00,10080,26,30.23252055,52.76014301
545727,2/3/18 0:00,10081,26,225.4024412,33.72073772
545728,2/3/18 0:00,10082,26,17.62348005,53.6202426
545729,2/3/18 0:00,10083,26,356.5275914,53.02876136
545730,2/3/18 0:00,10087,26,393.7987367,53.31526853
545731,2/3/18 0:00,10091,26,2.581610858,1.69943094
545732,2/3/18 0:00,10092,26,43.91539731,12.61401115
545733,2/3/18 0:00,10093,26,17.21827182,4.738415907
545734,2/3/18 0:00,10100,26,0,0.000232647
545735,2/3/18 0:00,10105,26,42.71086537,20.03079764
545736,2/3/18 0:00,10110,26,89.22167004,34.24413868
545737,2/3/18 0:00,10116,26,0,0.000255335
545738,2/3/18 0:00,10122,26,1.164014804,1.316803581
545739,2/3/18 0:00,10197,27,5.66156895,32.5029243
545740,2/3/18 0:00,10203,27,5.136068705,30.33358613
545741,2/3/18 0:00,10198,27,4.597959425,30.24397791
545742,2/3/18 0:00,10204,27,6.974486408,36.10442777
545743,2/3/18 0:00,10199,27,4.597959425,30.24397791
545744,2/3/18 0:00,10141,27,0.049633859,0.379846059
545745,2/3/18 0:00,10259,27,11.76769772,73.76522645
545746,2/3/18 0:00,10037,27,2.773763529,4.073799295
545747,2/3/18 0:00,10039,27,0.053237878,0.197608185
545748,2/3/18 0:00,10040,27,0.055035909,0.199057139
545749,2/3/18 0:00,10041,27,0.136568084,0.310653952
545750,2/3/18 0:00,10043,27,0.237338882,0.943497159
545751,2/3/18 0:00,10048,27,9.329634624,7.773240522
545752,2/3/18 0:00,10083,27,8.711959087,10.26455219
545753,2/3/18 0:00,10087,27,1.064162716,2.681206797
545754,2/3/18 0:00,10091,27,0.677127357,2.109151278
545755,2/3/18 0:00,10093,27,1.169941711,2.371312625
545756,2/3/18 0:00,10100,27,8.253798104,12.84635563
545757,2/3/18 0:00,10105,27,26.38875783,13.2862146
545758,2/3/18 0:00,10106,27,5.913600504,7.096356675
545759,2/3/18 0:00,10110,27,7.306980039,6.870839035
545760,2/3/18 0:00,10114,27,0.011525117,0.089942264
545761,2/3/18 0:00,10116,27,0.014658513,0.09634262
545762,2/3/18 0:00,10118,27,113.3600496,23.4859734
545763,2/3/18 0:00,10119,27,28.70144021,7.197046738
545764,2/3/18 0:00,10122,27,14.45771731,15.51146005
545765,2/3/18 0:00,10197,28,68.99978129,45.20559152
545766,2/3/18 0:00,10203,28,8.070301836,30.98727645
545767,2/3/18 0:00,10198,28,9.725478322,32.5829548
545768,2/3/18 0:00,10204,28,10.4576723,36.13311288
545769,2/3/18 0:00,10199,28,18.93313189,32.92713971
545770,2/3/18 0:00,10146,28,39.27618568,11.37067781
545771,2/3/18 0:00,10206,28,8.576859303,36.27111716
545772,2/3/18 0:00,10207,28,6.985800273,36.07668575
545773,2/3/18 0:00,10156,28,37.76536671,11.31945553
545774,2/3/18 0:00,10211,28,6.899849929,36.09249991
545775,2/3/18 0:00,10212,28,6.990345382,36.07747655
545776,2/3/18 0:00,10158,28,19.24506809,12.47422176
545777,2/3/18 0:00,10215,28,7.495603856,43.14407529
545778,2/3/18 0:00,10217,28,7.597091251,43.12973159
545779,2/3/18 0:00,10218,28,8.412612243,43.0083253
545780,2/3/18 0:00,10129,28,49.26686592,32.17592406
545781,2/3/18 0:00,10130,28,6.67120488,14.02867875
545782,2/3/18 0:00,10131,28,7.979113267,13.65260763
545783,2/3/18 0:00,10159,28,27.23651502,10.76870223
545784,2/3/18 0:00,10133,28,7.781500443,13.67717315
545785,2/3/18 0:00,10134,28,44.94885137,23.30651599
545786,2/3/18 0:00,10135,28,6.825739167,7.725448154
545787,2/3/18 0:00,10136,28,4.084704845,6.593679606
545788,2/3/18 0:00,10161,28,44.95643812,15.60128311
545789,2/3/18 0:00,10141,28,1.723628039,6.909638129
545790,2/3/18 0:00,10169,28,0.940050189,5.472278065
545791,2/3/18 0:00,10229,28,8.666653017,31.4615504
545792,2/3/18 0:00,10259,28,12.27704861,73.68845105
545793,2/3/18 0:00,10176,28,0.945272515,5.471886794
545794,2/3/18 0:00,10003,28,27.91718813,11.45346466
545795,2/3/18 0:00,10233,28,9.732073357,31.41370162
545796,2/3/18 0:00,10234,28,9.443870212,31.61431222
545797,2/3/18 0:00,10235,28,6.674380658,31.74847948
545798,2/3/18 0:00,10005,28,2.760294709,1.906516595
545799,2/3/18 0:00,10236,28,3.88724995,31.84194298
545800,2/3/18 0:00,10237,28,3.69716976,31.84936239
545801,2/3/18 0:00,10006,28,14.34767975,4.095113913
545802,2/3/18 0:00,10007,28,0.471139747,1.026523997
545803,2/3/18 0:00,10008,28,0.471139747,1.026523997
545804,2/3/18 0:00,10010,28,0.481096982,1.024421251
545805,2/3/18 0:00,10011,28,0.315051323,0.876383722
545806,2/3/18 0:00,10012,28,0.117089235,0.334442159
545807,2/3/18 0:00,10240,28,9.766403845,32.0161722
545808,2/3/18 0:00,10026,28,0.264243118,0.452805456
545809,2/3/18 0:00,10027,28,0.126756676,0.360560833
545810,2/3/18 0:00,10031,28,11.89880168,6.74129301
545811,2/3/18 0:00,10037,28,279.2751466,33.27318867
545812,2/3/18 0:00,10038,28,3.468610018,4.293541901
545813,2/3/18 0:00,10039,28,13.41214814,5.127933737
545814,2/3/18 0:00,10040,28,42.25975981,13.43309601
545815,2/3/18 0:00,10041,28,57.80281469,15.71289006
545816,2/3/18 0:00,10042,28,1.454598594,2.47107496
545817,2/3/18 0:00,10043,28,1.676094459,2.605264528
545818,2/3/18 0:00,10243,28,3.841047317,31.8821263
545819,2/3/18 0:00,10044,28,0.788960187,2.36185945
545820,2/3/18 0:00,10046,28,0.646327076,2.391304919
545821,2/3/18 0:00,10048,28,13.51726003,6.775570536
545822,2/3/18 0:00,10050,28,77.06070079,22.69057766
545823,2/3/18 0:00,10183,28,3.780107044,5.476597452
545824,2/3/18 0:00,10245,28,3.593969209,31.83989079
545825,2/3/18 0:00,10246,28,4.640335041,43.54336783
545826,2/3/18 0:00,10186,28,0.788111231,5.380288498
545827,2/3/18 0:00,10188,28,0.788111231,5.380288498
545828,2/3/18 0:00,10189,28,0.788111231,5.380288499
545829,2/3/18 0:00,10058,28,10.77665114,16.81874248
545830,2/3/18 0:00,10060,28,24.95967904,16.55662468
545831,2/3/18 0:00,10063,28,0.83146055,3.319984884
545832,2/3/18 0:00,10073,28,5.011647122,4.450401585
545833,2/3/18 0:00,10077,28,0.390764809,2.899835862
545834,2/3/18 0:00,10080,28,0.390764809,2.899835862
545835,2/3/18 0:00,10081,28,0.390764809,2.899835862
545836,2/3/18 0:00,10082,28,0.403541149,2.900109873
545837,2/3/18 0:00,10083,28,28.55752799,17.10635395
545838,2/3/18 0:00,10087,28,5.973193591,7.877525051
545839,2/3/18 0:00,10091,28,2.072418161,6.898155938
545840,2/3/18 0:00,10092,28,2.19991045,6.87475963
545841,2/3/18 0:00,10093,28,3.316447503,6.984296231
545842,2/3/18 0:00,10096,28,3.444997886,9.344663447
545843,2/3/18 0:00,10100,28,20.19988996,16.78569721
545844,2/3/18 0:00,10102,28,6.565298029,12.40504369
545845,2/3/18 0:00,10254,28,4.575266766,43.54640718
545846,2/3/18 0:00,10105,28,14.63584179,10.52510201
545847,2/3/18 0:00,10106,28,6.273048971,8.095172056
545848,2/3/18 0:00,10110,28,7.666428506,7.834555847
545849,2/3/18 0:00,10114,28,0.754143273,4.964241264
545850,2/3/18 0:00,10116,28,0.757276668,4.963892604
545851,2/3/18 0:00,10194,28,29.73936121,182.3967159
545852,2/3/18 0:00,10257,28,4.656224215,43.53811676
545853,2/3/18 0:00,10258,28,4.614133106,43.5424711
545854,2/3/18 0:00,10118,28,108.6303913,25.27564637
545855,2/3/18 0:00,10119,28,84.04749124,12.8317518
545856,2/3/18 0:00,10122,28,18.17934361,19.30550272
545857,2/3/18 0:00,10146,29,0,0.000264496
545858,2/3/18 0:00,10206,29,6.640307488,36.12109511
545859,2/3/18 0:00,10207,29,6.640307488,36.12109511
545860,2/3/18 0:00,10156,29,0,0.00026624
545861,2/3/18 0:00,10209,29,6.640307488,36.12109511
545862,2/3/18 0:00,10211,29,6.640307488,36.12109511
545863,2/3/18 0:00,10212,29,6.640307488,36.12109511
545864,2/3/18 0:00,10158,29,0,0.000273506
545865,2/3/18 0:00,10214,29,7.252478585,43.16882662
545866,2/3/18 0:00,10215,29,7.252478585,43.16882662
545867,2/3/18 0:00,10216,29,7.252478585,43.16882662
545868,2/3/18 0:00,10217,29,7.252478585,43.16882662
545869,2/3/18 0:00,10218,29,7.252478585,43.16882662
545870,2/3/18 0:00,10129,29,0,0.000241053
545871,2/3/18 0:00,10130,29,0,0.000232476
545872,2/3/18 0:00,10131,29,0,0.000241576
545873,2/3/18 0:00,10159,29,0,0.000243145
545874,2/3/18 0:00,10136,29,0,0.000249622
545875,2/3/18 0:00,10161,29,0,0.000238845
545876,2/3/18 0:00,10006,29,0.013501694,0.0369767
545877,2/3/18 0:00,10007,29,0.013820836,0.037717531
545878,2/3/18 0:00,10008,29,0.01719626,0.043577333
545879,2/3/18 0:00,10010,29,0.01719626,0.043577397
545880,2/3/18 0:00,10240,29,4.07727699,31.92764308
545881,2/3/18 0:00,10031,29,0.016877118,0.042962814
545882,2/3/18 0:00,10037,29,0.016877118,0.042962811
545883,2/3/18 0:00,10040,29,0.016877118,0.042962769
545884,2/3/18 0:00,10041,29,0.016877118,0.042962735
545885,2/3/18 0:00,10043,29,0.016877118,0.042962742
545886,2/3/18 0:00,10243,29,3.698685353,31.87876329
545887,2/3/18 0:00,10186,29,0,0.000248008
545888,2/3/18 0:00,10188,29,0,0.00024306
545889,2/3/18 0:00,10058,29,0.016877118,0.042962819
545890,2/3/18 0:00,10249,29,4.488095682,43.54443972
545891,2/3/18 0:00,10083,29,0.016877118,0.042962797
545892,2/3/18 0:00,10087,29,0.016877118,0.042962799
545893,2/3/18 0:00,10091,29,0.016877118,0.042962784
545894,2/3/18 0:00,10093,29,0.021377682,0.045634906
545895,2/3/18 0:00,10100,29,0.072290321,0.047815939
545896,2/3/18 0:00,10102,29,0.001687712,0.011936782
545897,2/3/18 0:00,10254,29,4.424668709,43.54708899
545898,2/3/18 0:00,10116,29,0,0.00023704
545899,2/3/18 0:00,10194,29,27.91511179,182.5909876
545900,2/3/18 0:00,10257,29,4.462485311,43.54338524
545901,2/3/18 0:00,10258,29,4.424171084,43.54713384
545902,2/3/18 0:00,10118,29,0,0.000253044
545903,2/3/18 0:00,10119,29,0,0.000242877
545904,2/3/18 0:00,10197,30,297.2170609,396.4743795
545905,2/3/18 0:00,10203,30,22.41000352,32.58632138
545906,2/3/18 0:00,10198,30,13.41284111,31.66307709
545907,2/3/18 0:00,10204,30,32.50071468,58.80518671
545908,2/3/18 0:00,10199,30,22.72706493,32.39726845
545909,2/3/18 0:00,10146,30,145.7980575,19.87438255
545910,2/3/18 0:00,10206,30,28.34566406,58.39876584
545911,2/3/18 0:00,10207,30,18.76465746,58.59039775
545912,2/3/18 0:00,10156,30,133.6969265,12.29853269
545913,2/3/18 0:00,10209,30,44.93533659,60.40236393
545914,2/3/18 0:00,10211,30,18.13350936,60.28040971
545915,2/3/18 0:00,10212,30,45.61408258,60.05855283
545916,2/3/18 0:00,10158,30,1048.373792,239.8259046
545917,2/3/18 0:00,10214,30,48.90095263,63.59414821
545918,2/3/18 0:00,10215,30,48.90095263,63.59414821
545919,2/3/18 0:00,10216,30,48.90095263,63.59414821
545920,2/3/18 0:00,10217,30,25.31271114,62.76741421
545921,2/3/18 0:00,10218,30,41.84335775,63.18728664
545922,2/3/18 0:00,10129,30,1167.991574,389.8233217
545923,2/3/18 0:00,10130,30,981.026587,245.1975902
545924,2/3/18 0:00,10131,30,978.915084,164.6557768
545925,2/3/18 0:00,10159,30,272.118246,581.2929772
545926,2/3/18 0:00,10133,30,3.595341505,1.049793172
545927,2/3/18 0:00,10134,30,61.23135551,13.06935705
545928,2/3/18 0:00,10135,30,131.5559909,33.44360663
545929,2/3/18 0:00,10136,30,18.66000973,4.129755708
545930,2/3/18 0:00,10161,30,624.0965554,462.2532021
545931,2/3/18 0:00,10141,30,151.5947569,73.45565086
545932,2/3/18 0:00,10169,30,626.1636179,459.7987637
545933,2/3/18 0:00,10229,30,62.44412746,55.76831338
545934,2/3/18 0:00,10231,30,57.53404149,55.38343902
545935,2/3/18 0:00,10259,30,121.081467,102.7281848
545936,2/3/18 0:00,10176,30,286.1822099,575.4656965
545937,2/3/18 0:00,10003,30,15.97694996,8.390182725
545938,2/3/18 0:00,10233,30,11.67961408,55.27077799
545939,2/3/18 0:00,10234,30,15.80081317,54.8261863
545940,2/3/18 0:00,10235,30,14.60147459,54.88714244
545941,2/3/18 0:00,10005,30,3.108760749,0.424017009
545942,2/3/18 0:00,10236,30,10.10208607,55.40106872
545943,2/3/18 0:00,10237,30,9.578793063,55.47458237
545944,2/3/18 0:00,10006,30,565.0497021,134.0223682
545945,2/3/18 0:00,10007,30,105.4927205,26.99420363
545946,2/3/18 0:00,10008,30,86.99188932,27.20987224
545947,2/3/18 0:00,10009,30,17.8108145,17.36732204
545948,2/3/18 0:00,10010,30,95.15968605,21.07802447
545949,2/3/18 0:00,10011,30,379.2781011,100.2776297
545950,2/3/18 0:00,10012,30,352.8392019,82.3449271
545951,2/3/18 0:00,10240,30,10.30059739,55.43148702
545952,2/3/18 0:00,10026,30,57.71403741,12.97221009
545953,2/3/18 0:00,10027,30,1.773523588,0.611116624
545954,2/3/18 0:00,10241,30,10.54131075,55.40179367
545955,2/3/18 0:00,10031,30,8.35878291,3.482993716
545956,2/3/18 0:00,10041,30,0,0.000239005
545957,2/3/18 0:00,10048,30,3744.93951,997.8219588
545958,2/3/18 0:00,10186,30,396.6842488,538.0892262
545959,2/3/18 0:00,10188,30,396.6842488,538.0892262
545960,2/3/18 0:00,10189,30,598.9510734,585.4842417
545961,2/3/18 0:00,10058,30,113.2601972,20.01621975
545962,2/3/18 0:00,10059,30,5.962608127,2.019178496
545963,2/3/18 0:00,10249,30,18.34524525,82.25174999
545964,2/3/18 0:00,10060,30,3363.449244,700.8686339
545965,2/3/18 0:00,10063,30,62.20287756,19.77614428
545966,2/3/18 0:00,10073,30,18.68903752,6.77001249
545967,2/3/18 0:00,10077,30,7.191148926,5.639650553
545968,2/3/18 0:00,10080,30,0.486712776,2.542292205
545969,2/3/18 0:00,10081,30,0.491992728,2.538422086
545970,2/3/18 0:00,10082,30,0.821057806,2.517750546
545971,2/3/18 0:00,10083,30,641.3169411,201.5450492
545972,2/3/18 0:00,10087,30,1150.293971,277.8935796
545973,2/3/18 0:00,10091,30,7433.59733,2191.708577
545974,2/3/18 0:00,10092,30,2396.499427,1298.736818
545975,2/3/18 0:00,10093,30,4334.1003,1199.709071
545976,2/3/18 0:00,10096,30,269.0042711,80.32082308
545977,2/3/18 0:00,10100,30,4512.782675,1871.148904
545978,2/3/18 0:00,10102,30,345.2687669,62.38314878
545979,2/3/18 0:00,10254,30,299.8737842,197.0777602
545980,2/3/18 0:00,10105,30,2391.628366,615.9956329
545981,2/3/18 0:00,10106,30,1776.234244,728.8307755
545982,2/3/18 0:00,10110,30,1213.312782,448.3446612
545983,2/3/18 0:00,10114,30,385.2164884,413.7486961
545984,2/3/18 0:00,10116,30,977.3472773,464.6297827
545985,2/3/18 0:00,10194,30,794.8910959,636.3960976
545986,2/3/18 0:00,10257,30,19.03346735,82.1234127
545987,2/3/18 0:00,10258,30,17.40157685,82.40708948
545988,2/3/18 0:00,10118,30,7593.942916,1418.404386
545989,2/3/18 0:00,10119,30,3522.754586,706.2677445
