Column 0,Mes,Subagencia,SKU,Hectolitros,Scored Label Mean,Scored Label Standard Deviation
545565,2/3/2018 12:00:00 AM,10007,1,,138.106873760824,60.3373753365491
545566,2/3/2018 12:00:00 AM,10008,1,,140.756862516706,93.5268703004012
545567,2/3/2018 12:00:00 AM,10009,1,,79.1166979365546,58.721123613367
545568,2/3/2018 12:00:00 AM,10010,1,,191.5991658,81.3665375566832
545569,2/3/2018 12:00:00 AM,10011,1,,222.473602252941,90.7142269677023
545570,2/3/2018 12:00:00 AM,10012,1,,60.1035434121331,17.9627952121107
545571,2/3/2018 12:00:00 AM,10240,1,,59.5587781917227,19.4121580916336
545572,2/3/2018 12:00:00 AM,10026,1,,105.288524939845,41.3581938968127
545573,2/3/2018 12:00:00 AM,10027,1,,50.4729034120359,21.8268937329318
545574,2/3/2018 12:00:00 AM,10241,1,,66.4648947328992,27.9283530710892
545575,2/3/2018 12:00:00 AM,10031,1,,51.8277611761536,21.1051410830782
545576,2/3/2018 12:00:00 AM,10037,1,,81.3270229133957,20.9128048061283
545577,2/3/2018 12:00:00 AM,10038,1,,8.0722565656033,13.0000699415983
545578,2/3/2018 12:00:00 AM,10039,1,,8.53602653234539,12.8273468279315
545579,2/3/2018 12:00:00 AM,10040,1,,39.32958477,14.8644052357361
545580,2/3/2018 12:00:00 AM,10041,1,,289.984323123529,48.4622429208185
545581,2/3/2018 12:00:00 AM,10042,1,,4.71333359044118,5.8843482298892
545582,2/3/2018 12:00:00 AM,10043,1,,8.71351519852941,5.32412836967291
545583,2/3/2018 12:00:00 AM,10243,1,,3.22511726282273,13.0246772420231
545584,2/3/2018 12:00:00 AM,10044,1,,1.60567490867647,3.83579343214586
545585,2/3/2018 12:00:00 AM,10046,1,,0.94577960867647,2.81217989710995
545586,2/3/2018 12:00:00 AM,10048,1,,98.0211741529412,51.6210152184712
545587,2/3/2018 12:00:00 AM,10050,1,,61.9614337317647,39.0385524830202
545588,2/3/2018 12:00:00 AM,10183,1,,17.0218233039216,49.9471003903446
545589,2/3/2018 12:00:00 AM,10245,1,,5.15691794036947,6.52799886833327
545590,2/3/2018 12:00:00 AM,10246,1,,4.17321536250182,6.85789472378109
545591,2/3/2018 12:00:00 AM,10186,1,,126.783383075294,63.7112591395845
545592,2/3/2018 12:00:00 AM,10188,1,,193.876451541176,71.5323689580482
545593,2/3/2018 12:00:00 AM,10189,1,,29.0709476611765,47.5826068132368
545594,2/3/2018 12:00:00 AM,10058,1,,26.7169854936898,9.32041069959232
545595,2/3/2018 12:00:00 AM,10059,1,,0.217028281554622,0.414484350082933
545596,2/3/2018 12:00:00 AM,10249,1,,6.01072201198711,6.87023469036734
545597,2/3/2018 12:00:00 AM,10060,1,,1002.87405368039,465.695833935358
545598,2/3/2018 12:00:00 AM,10063,1,,98.1874137617647,63.3025031001068
545599,2/3/2018 12:00:00 AM,10073,1,,3.18870635117647,2.5875400396585
545600,2/3/2018 12:00:00 AM,10077,1,,1.97657166995798,1.15626517974818
545601,2/3/2018 12:00:00 AM,10080,1,,0.803724507605042,1.03362774691332
545602,2/3/2018 12:00:00 AM,10081,1,,0.649298881134454,0.880081095678253
545603,2/3/2018 12:00:00 AM,10082,1,,17.4888604768318,102.073231373348
545604,2/3/2018 12:00:00 AM,10083,1,,428.383575928404,225.37536858033
545605,2/3/2018 12:00:00 AM,10087,1,,228.203693806775,191.203316450178
545606,2/3/2018 12:00:00 AM,10091,1,,406.503811320603,225.834930950279
545607,2/3/2018 12:00:00 AM,10092,1,,179.461318418573,209.40044362457
545608,2/3/2018 12:00:00 AM,10093,1,,698.561379868268,314.24853517597
545609,2/3/2018 12:00:00 AM,10096,1,,67.7861196765083,108.27304248498
545610,2/3/2018 12:00:00 AM,10100,1,,481.715775044983,368.053302056396
545611,2/3/2018 12:00:00 AM,10102,1,,84.0081252734874,87.3467450180048
545612,2/3/2018 12:00:00 AM,10254,1,,29.8993529441852,47.0251315170988
545613,2/3/2018 12:00:00 AM,10105,1,,75.0875193163125,88.3852038408404
545614,2/3/2018 12:00:00 AM,10106,1,,60.1767619112629,94.7219437131392
545615,2/3/2018 12:00:00 AM,10110,1,,72.5691196921493,90.1849168445229
545616,2/3/2018 12:00:00 AM,10114,1,,45.0903375287977,100.023998385455
545617,2/3/2018 12:00:00 AM,10116,1,,459.116782424706,308.065922471983
545618,2/3/2018 12:00:00 AM,10194,1,,300.033521541176,148.605783856071
545619,2/3/2018 12:00:00 AM,10257,1,,17.9159002656341,18.9193355991227
545620,2/3/2018 12:00:00 AM,10258,1,,5.33409865590437,11.1724431023565
545621,2/3/2018 12:00:00 AM,10118,1,,223.925487248674,121.687393340695
545622,2/3/2018 12:00:00 AM,10119,1,,344.104870828086,132.473383340566
545623,2/3/2018 12:00:00 AM,10122,1,,83.893016475336,82.8594489554588
545624,2/3/2018 12:00:00 AM,10197,25,,213.601436478645,69.5438613809964
545625,2/3/2018 12:00:00 AM,10203,25,,21.7648141300361,31.9752390644679
545626,2/3/2018 12:00:00 AM,10198,25,,10.4929462242904,32.3824098248555
545627,2/3/2018 12:00:00 AM,10204,25,,25.2405440660196,36.9166950834971
545628,2/3/2018 12:00:00 AM,10199,25,,20.5561887268275,31.6946704809023
545629,2/3/2018 12:00:00 AM,10146,25,,230.206642094118,52.5164022985011
545630,2/3/2018 12:00:00 AM,10206,25,,31.4096044342396,37.1723135461492
545631,2/3/2018 12:00:00 AM,10207,25,,13.9054010338867,37.520656840923
545632,2/3/2018 12:00:00 AM,10156,25,,148.909533475113,36.7085290173298
545633,2/3/2018 12:00:00 AM,10209,25,,27.8409336376359,36.8763322661782
545634,2/3/2018 12:00:00 AM,10211,25,,18.6894775960613,36.9403800618261
545635,2/3/2018 12:00:00 AM,10212,25,,77.9629379387461,73.7881550797943
545636,2/3/2018 12:00:00 AM,10158,25,,2415.89948929412,398.186765827102
545637,2/3/2018 12:00:00 AM,10214,25,,230.419133923753,134.656664144451
545638,2/3/2018 12:00:00 AM,10215,25,,302.007207947282,177.719411676261
545639,2/3/2018 12:00:00 AM,10216,25,,83.0685949397954,74.5689321159458
545640,2/3/2018 12:00:00 AM,10217,25,,47.5111228221484,76.447934136722
545641,2/3/2018 12:00:00 AM,10218,25,,286.234591505481,166.114070426311
545642,2/3/2018 12:00:00 AM,10129,25,,8106.33965564706,2439.20961391688
545643,2/3/2018 12:00:00 AM,10130,25,,6875.17531729412,2115.01976960217
545644,2/3/2018 12:00:00 AM,10131,25,,8564.62185937255,1704.38166077066
545645,2/3/2018 12:00:00 AM,10159,25,,1127.92538698487,195.41199835145
545646,2/3/2018 12:00:00 AM,10133,25,,136.773777811765,20.165740410125
545647,2/3/2018 12:00:00 AM,10134,25,,1754.09089464706,259.266584945758
545648,2/3/2018 12:00:00 AM,10135,25,,1628.01668647059,349.763623160808
545649,2/3/2018 12:00:00 AM,10136,25,,813.1122396,142.05151948279
545650,2/3/2018 12:00:00 AM,10161,25,,1170.34932630252,219.386188283866
545651,2/3/2018 12:00:00 AM,10141,25,,650.254845902521,108.713393021824
545652,2/3/2018 12:00:00 AM,10169,25,,367.914814563025,74.5757839060789
545653,2/3/2018 12:00:00 AM,10229,25,,73.2365398276344,39.4081019176644
545654,2/3/2018 12:00:00 AM,10231,25,,29.5253385707971,34.3332888362235
545655,2/3/2018 12:00:00 AM,10259,25,,680.401685183548,188.3844695855
545656,2/3/2018 12:00:00 AM,10176,25,,176.463864278638,52.3257377546563
545657,2/3/2018 12:00:00 AM,10003,25,,19.8134033294118,6.67848696627889
545658,2/3/2018 12:00:00 AM,10233,25,,12.4717769807153,33.865547263535
545659,2/3/2018 12:00:00 AM,10234,25,,23.5386134634882,33.4667610274942
545660,2/3/2018 12:00:00 AM,10235,25,,13.3369688384401,34.0892325352614
545661,2/3/2018 12:00:00 AM,10005,25,,2.55077428235294,0.441792766617592
545662,2/3/2018 12:00:00 AM,10236,25,,10.0046638447102,34.3932396532197
545663,2/3/2018 12:00:00 AM,10237,25,,6.73751234073478,34.708035887121
545664,2/3/2018 12:00:00 AM,10006,25,,1952.15385388235,512.340823952732
545665,2/3/2018 12:00:00 AM,10007,25,,276.6285920432,117.087513731329
545666,2/3/2018 12:00:00 AM,10008,25,,397.49414381376,147.640004373369
545667,2/3/2018 12:00:00 AM,10009,25,,144.178928585192,91.2667030831
545668,2/3/2018 12:00:00 AM,10010,25,,390.528527625339,103.031642896612
545669,2/3/2018 12:00:00 AM,10011,25,,716.126369647059,160.423598472847
545670,2/3/2018 12:00:00 AM,10012,25,,150.640194252101,39.9069905530005
545671,2/3/2018 12:00:00 AM,10240,25,,14.0969443940555,33.9468627710273
545672,2/3/2018 12:00:00 AM,10026,25,,124.144083952941,20.014654397706
545673,2/3/2018 12:00:00 AM,10027,25,,11.9351493763178,7.89846727531229
545674,2/3/2018 12:00:00 AM,10241,25,,13.8233668532888,34.1051444244144
545675,2/3/2018 12:00:00 AM,10031,25,,7.72197746218487,2.87354728768944
545676,2/3/2018 12:00:00 AM,10048,25,,3264.50806305882,662.70657936079
545677,2/3/2018 12:00:00 AM,10050,25,,1.12514117647059,2.16948493832379
545678,2/3/2018 12:00:00 AM,10183,25,,5.36744886687306,33.0464480861403
545679,2/3/2018 12:00:00 AM,10186,25,,940.178109176471,172.93047370204
545680,2/3/2018 12:00:00 AM,10188,25,,952.689045176471,179.030817188262
545681,2/3/2018 12:00:00 AM,10189,25,,281.397649764706,66.7168242902007
545682,2/3/2018 12:00:00 AM,10058,25,,317.432958247059,111.501221234755
545683,2/3/2018 12:00:00 AM,10059,25,,69.2585558680088,106.712783680362
545684,2/3/2018 12:00:00 AM,10249,25,,26.2741586416671,48.3071555522036
545685,2/3/2018 12:00:00 AM,10060,25,,885.325860423529,128.571227898417
545686,2/3/2018 12:00:00 AM,10063,25,,70.9120384941176,9.6773009966904
545687,2/3/2018 12:00:00 AM,10073,25,,168.975682764706,37.7942582145865
545688,2/3/2018 12:00:00 AM,10077,25,,15.0641132727273,10.8154412684199
545689,2/3/2018 12:00:00 AM,10080,25,,20.0241058235294,52.9588644049551
545690,2/3/2018 12:00:00 AM,10081,25,,16.8964870748663,53.6661121352463
545691,2/3/2018 12:00:00 AM,10082,25,,16.3621991647059,53.7964762012017
545692,2/3/2018 12:00:00 AM,10083,25,,2138.03700141176,437.449518207085
545693,2/3/2018 12:00:00 AM,10087,25,,430.76166905042,79.2435824315413
545694,2/3/2018 12:00:00 AM,10091,25,,1201.98619243636,212.101330427982
545695,2/3/2018 12:00:00 AM,10092,25,,448.317731294118,122.649866893543
545696,2/3/2018 12:00:00 AM,10093,25,,4156.11763094118,462.075911100736
545697,2/3/2018 12:00:00 AM,10096,25,,18.394632,2.47218763378839
545698,2/3/2018 12:00:00 AM,10100,25,,2852.75250741176,873.857746584329
545699,2/3/2018 12:00:00 AM,10102,25,,436.907817247059,112.73679090833
545700,2/3/2018 12:00:00 AM,10254,25,,124.915063472479,70.2346148555235
545701,2/3/2018 12:00:00 AM,10105,25,,790.759899232715,203.725623715898
545702,2/3/2018 12:00:00 AM,10106,25,,484.91231510865,170.985654947078
545703,2/3/2018 12:00:00 AM,10110,25,,1273.94379105882,217.271827398262
545704,2/3/2018 12:00:00 AM,10114,25,,18.7816171764706,10.1907702561797
545705,2/3/2018 12:00:00 AM,10116,25,,2468.62997534118,401.572196144662
545706,2/3/2018 12:00:00 AM,10194,25,,2470.230972,483.27938136942
545707,2/3/2018 12:00:00 AM,10257,25,,72.3203273115633,46.4264139527619
545708,2/3/2018 12:00:00 AM,10258,25,,16.4816866078711,44.607323414539
545709,2/3/2018 12:00:00 AM,10118,25,,8813.12586362353,2091.23738311151
545710,2/3/2018 12:00:00 AM,10119,25,,3335.36295705882,1069.74458655157
545711,2/3/2018 12:00:00 AM,10122,25,,2513.15390350588,233.332883842735
545712,2/3/2018 12:00:00 AM,10212,26,,6.82532883889894,36.1055516699505
545713,2/3/2018 12:00:00 AM,10129,26,,1850.68030690686,375.979411670728
545714,2/3/2018 12:00:00 AM,10130,26,,692.417907522409,182.271406812331
545715,2/3/2018 12:00:00 AM,10131,26,,982.181863771569,189.303851767559
545716,2/3/2018 12:00:00 AM,10159,26,,755.652943262647,125.400674634634
545717,2/3/2018 12:00:00 AM,10133,26,,125.709773364706,17.2186497651252
545718,2/3/2018 12:00:00 AM,10134,26,,771.407535686471,123.23209141432
545719,2/3/2018 12:00:00 AM,10135,26,,551.542669418232,113.3062977258
545720,2/3/2018 12:00:00 AM,10136,26,,482.792882928176,105.035077237062
545721,2/3/2018 12:00:00 AM,10141,26,,809.212370921303,118.425924011457
545722,2/3/2018 12:00:00 AM,10169,26,,81.4920064147059,15.7680938511696
545723,2/3/2018 12:00:00 AM,10007,26,,0.00146805392156863,0.0175728467331437
545724,2/3/2018 12:00:00 AM,10073,26,,448.930726657563,88.0571595399137
545725,2/3/2018 12:00:00 AM,10077,26,,199.746988143529,36.8366892637434
545726,2/3/2018 12:00:00 AM,10080,26,,30.2325205467227,52.7601430091945
545727,2/3/2018 12:00:00 AM,10081,26,,225.402441175966,33.7207377179932
545728,2/3/2018 12:00:00 AM,10082,26,,17.6234800464706,53.620242599155
545729,2/3/2018 12:00:00 AM,10083,26,,356.527591353529,53.0287613612174
545730,2/3/2018 12:00:00 AM,10087,26,,393.79873668,53.3152685271597
545731,2/3/2018 12:00:00 AM,10091,26,,2.58161085802139,1.69943094042481
545732,2/3/2018 12:00:00 AM,10092,26,,43.9153973104775,12.614011152134
545733,2/3/2018 12:00:00 AM,10093,26,,17.2182718233355,4.73841590665272
545734,2/3/2018 12:00:00 AM,10100,26,,0,0.000232646734230318
545735,2/3/2018 12:00:00 AM,10105,26,,42.7108653723529,20.030797636211
545736,2/3/2018 12:00:00 AM,10110,26,,89.22167004,34.2441386842095
545737,2/3/2018 12:00:00 AM,10116,26,,0,0.000255335227556584
545738,2/3/2018 12:00:00 AM,10122,26,,1.16401480411765,1.3168035806398
545739,2/3/2018 12:00:00 AM,10197,27,,5.66156894963381,32.5029243032269
545740,2/3/2018 12:00:00 AM,10203,27,,5.13606870451865,30.3335861266099
545741,2/3/2018 12:00:00 AM,10198,27,,4.59795942498924,30.2439779060981
545742,2/3/2018 12:00:00 AM,10204,27,,6.97448640835669,36.1044277658275
545743,2/3/2018 12:00:00 AM,10199,27,,4.59795942498924,30.2439779062034
545744,2/3/2018 12:00:00 AM,10141,27,,0.0496338586229947,0.379846059172226
545745,2/3/2018 12:00:00 AM,10259,27,,11.767697722979,73.7652264520171
545746,2/3/2018 12:00:00 AM,10037,27,,2.77376352941176,4.07379929512947
545747,2/3/2018 12:00:00 AM,10039,27,,0.0532378775234232,0.197608185174997
545748,2/3/2018 12:00:00 AM,10040,27,,0.0550359091976313,0.199057139130207
545749,2/3/2018 12:00:00 AM,10041,27,,0.136568083567379,0.310653952233425
545750,2/3/2018 12:00:00 AM,10043,27,,0.237338882425384,0.943497158683318
545751,2/3/2018 12:00:00 AM,10048,27,,9.32963462386878,7.77324052190673
545752,2/3/2018 12:00:00 AM,10083,27,,8.71195908698931,10.2645521886305
545753,2/3/2018 12:00:00 AM,10087,27,,1.06416271640547,2.6812067965165
545754,2/3/2018 12:00:00 AM,10091,27,,0.677127357474563,2.1091512782326
545755,2/3/2018 12:00:00 AM,10093,27,,1.16994171121572,2.37131262461047
545756,2/3/2018 12:00:00 AM,10100,27,,8.25379810443845,12.8463556283888
545757,2/3/2018 12:00:00 AM,10105,27,,26.3887578318327,13.2862145963695
545758,2/3/2018 12:00:00 AM,10106,27,,5.91360050419663,7.09635667491932
545759,2/3/2018 12:00:00 AM,10110,27,,7.30698003905638,6.87083903479435
545760,2/3/2018 12:00:00 AM,10114,27,,0.0115251173728867,0.0899422640815314
545761,2/3/2018 12:00:00 AM,10116,27,,0.0146585130948118,0.0963426201041355
545762,2/3/2018 12:00:00 AM,10118,27,,113.360049583828,23.4859734049896
545763,2/3/2018 12:00:00 AM,10119,27,,28.7014402058824,7.19704673770319
545764,2/3/2018 12:00:00 AM,10122,27,,14.4577173058844,15.5114600470924
545765,2/3/2018 12:00:00 AM,10197,28,,68.9997812897383,45.2055915220756
545766,2/3/2018 12:00:00 AM,10203,28,,8.07030183640474,30.9872764501459
545767,2/3/2018 12:00:00 AM,10198,28,,9.72547832158121,32.582954804897
545768,2/3/2018 12:00:00 AM,10204,28,,10.4576722959617,36.1331128797468
545769,2/3/2018 12:00:00 AM,10199,28,,18.9331318862871,32.9271397060303
545770,2/3/2018 12:00:00 AM,10146,28,,39.2761856768791,11.3706778113705
545771,2/3/2018 12:00:00 AM,10206,28,,8.57685930349978,36.2711171608803
545772,2/3/2018 12:00:00 AM,10207,28,,6.9858002731432,36.0766857515973
545773,2/3/2018 12:00:00 AM,10156,28,,37.7653667062909,11.3194555329891
545774,2/3/2018 12:00:00 AM,10211,28,,6.89984992934068,36.0924999117046
545775,2/3/2018 12:00:00 AM,10212,28,,6.99034538197628,36.0774765508138
545776,2/3/2018 12:00:00 AM,10158,28,,19.2450680911759,12.4742217642773
545777,2/3/2018 12:00:00 AM,10215,28,,7.49560385644099,43.1440752943949
545778,2/3/2018 12:00:00 AM,10217,28,,7.59709125097881,43.1297315866315
545779,2/3/2018 12:00:00 AM,10218,28,,8.4126122429505,43.0083253030051
545780,2/3/2018 12:00:00 AM,10129,28,,49.2668659173391,32.1759240628127
545781,2/3/2018 12:00:00 AM,10130,28,,6.67120487976941,14.0286787490923
545782,2/3/2018 12:00:00 AM,10131,28,,7.97911326702431,13.6526076349191
545783,2/3/2018 12:00:00 AM,10159,28,,27.2365150244733,10.7687022271612
545784,2/3/2018 12:00:00 AM,10133,28,,7.7815004434949,13.6771731471287
545785,2/3/2018 12:00:00 AM,10134,28,,44.9488513686214,23.3065159866671
545786,2/3/2018 12:00:00 AM,10135,28,,6.82573916721002,7.72544815355127
545787,2/3/2018 12:00:00 AM,10136,28,,4.08470484466081,6.59367960647289
545788,2/3/2018 12:00:00 AM,10161,28,,44.9564381249605,15.6012831109137
545789,2/3/2018 12:00:00 AM,10141,28,,1.72362803948229,6.90963812906382
545790,2/3/2018 12:00:00 AM,10169,28,,0.940050188551208,5.47227806547077
545791,2/3/2018 12:00:00 AM,10229,28,,8.66665301696888,31.4615503974524
545792,2/3/2018 12:00:00 AM,10259,28,,12.2770486053319,73.6884510457716
545793,2/3/2018 12:00:00 AM,10176,28,,0.945272514754417,5.47188679364913
545794,2/3/2018 12:00:00 AM,10003,28,,27.9171881302521,11.4534646595341
545795,2/3/2018 12:00:00 AM,10233,28,,9.73207335722364,31.4137016165094
545796,2/3/2018 12:00:00 AM,10234,28,,9.443870211538,31.6143122240587
545797,2/3/2018 12:00:00 AM,10235,28,,6.67438065838736,31.7484794782583
545798,2/3/2018 12:00:00 AM,10005,28,,2.7602947085084,1.9065165946158
545799,2/3/2018 12:00:00 AM,10236,28,,3.88724995046544,31.8419429787109
545800,2/3/2018 12:00:00 AM,10237,28,,3.69716975959161,31.8493623883556
545801,2/3/2018 12:00:00 AM,10006,28,,14.3476797486631,4.09511391287352
545802,2/3/2018 12:00:00 AM,10007,28,,0.471139746782584,1.02652399695737
545803,2/3/2018 12:00:00 AM,10008,28,,0.471139746782584,1.02652399695737
545804,2/3/2018 12:00:00 AM,10010,28,,0.481096982076702,1.02442125096293
545805,2/3/2018 12:00:00 AM,10011,28,,0.315051323288895,0.876383721674436
545806,2/3/2018 12:00:00 AM,10012,28,,0.117089234670664,0.334442158752179
545807,2/3/2018 12:00:00 AM,10240,28,,9.76640384487039,32.0161722026309
545808,2/3/2018 12:00:00 AM,10026,28,,0.264243117511249,0.452805455710546
545809,2/3/2018 12:00:00 AM,10027,28,,0.126756676334779,0.36056083326419
545810,2/3/2018 12:00:00 AM,10031,28,,11.8988016772345,6.74129300999975
545811,2/3/2018 12:00:00 AM,10037,28,,279.275146586134,33.2731886724377
545812,2/3/2018 12:00:00 AM,10038,28,,3.46861001808975,4.29354190052559
545813,2/3/2018 12:00:00 AM,10039,28,,13.4121481366782,5.12793373661616
545814,2/3/2018 12:00:00 AM,10040,28,,42.2597598117557,13.4330960143843
545815,2/3/2018 12:00:00 AM,10041,28,,57.8028146862917,15.7128900621246
545816,2/3/2018 12:00:00 AM,10042,28,,1.45459859397364,2.47107495969456
545817,2/3/2018 12:00:00 AM,10043,28,,1.67609445919032,2.60526452845517
545818,2/3/2018 12:00:00 AM,10243,28,,3.8410473169767,31.8821263026773
545819,2/3/2018 12:00:00 AM,10044,28,,0.788960186850405,2.36185945025629
545820,2/3/2018 12:00:00 AM,10046,28,,0.646327076247772,2.39130491892792
545821,2/3/2018 12:00:00 AM,10048,28,,13.5172600270612,6.77557053565573
545822,2/3/2018 12:00:00 AM,10050,28,,77.060700786335,22.6905776614986
545823,2/3/2018 12:00:00 AM,10183,28,,3.78010704420732,5.47659745158062
545824,2/3/2018 12:00:00 AM,10245,28,,3.59396920928612,31.8398907895846
545825,2/3/2018 12:00:00 AM,10246,28,,4.64033504140166,43.5433678278372
545826,2/3/2018 12:00:00 AM,10186,28,,0.788111231185121,5.38028849794923
545827,2/3/2018 12:00:00 AM,10188,28,,0.788111231185121,5.38028849847007
545828,2/3/2018 12:00:00 AM,10189,28,,0.788111231185121,5.38028849893929
545829,2/3/2018 12:00:00 AM,10058,28,,10.7766511428985,16.8187424845506
545830,2/3/2018 12:00:00 AM,10060,28,,24.9596790394531,16.5566246766853
545831,2/3/2018 12:00:00 AM,10063,28,,0.831460550128714,3.31998488398312
545832,2/3/2018 12:00:00 AM,10073,28,,5.01164712167849,4.45040158464528
545833,2/3/2018 12:00:00 AM,10077,28,,0.390764808892725,2.89983586194004
545834,2/3/2018 12:00:00 AM,10080,28,,0.390764808892725,2.89983586172028
545835,2/3/2018 12:00:00 AM,10081,28,,0.390764808892725,2.89983586166232
545836,2/3/2018 12:00:00 AM,10082,28,,0.403541149036683,2.90010987279716
545837,2/3/2018 12:00:00 AM,10083,28,,28.5575279912244,17.1063539487715
545838,2/3/2018 12:00:00 AM,10087,28,,5.97319359123833,7.87752505135093
545839,2/3/2018 12:00:00 AM,10091,28,,2.07241816087136,6.89815593761634
545840,2/3/2018 12:00:00 AM,10092,28,,2.19991045030986,6.87475962988431
545841,2/3/2018 12:00:00 AM,10093,28,,3.3164475029624,6.98429623059279
545842,2/3/2018 12:00:00 AM,10096,28,,3.44499788565597,9.34466344665045
545843,2/3/2018 12:00:00 AM,10100,28,,20.1998899573908,16.7856972085532
545844,2/3/2018 12:00:00 AM,10102,28,,6.56529802866727,12.405043687467
545845,2/3/2018 12:00:00 AM,10254,28,,4.57526676633163,43.5464071831202
545846,2/3/2018 12:00:00 AM,10105,28,,14.6358417864699,10.5251020101342
545847,2/3/2018 12:00:00 AM,10106,28,,6.27304897124308,8.0951720559602
545848,2/3/2018 12:00:00 AM,10110,28,,7.66642850610282,7.83455584729233
545849,2/3/2018 12:00:00 AM,10114,28,,0.754143272711855,4.96424126387647
545850,2/3/2018 12:00:00 AM,10116,28,,0.75727666843378,4.96389260413575
545851,2/3/2018 12:00:00 AM,10194,28,,29.7393612112024,182.396715863807
545852,2/3/2018 12:00:00 AM,10257,28,,4.65622421458283,43.5381167635841
545853,2/3/2018 12:00:00 AM,10258,28,,4.6141331057593,43.5424710981821
545854,2/3/2018 12:00:00 AM,10118,28,,108.630391331823,25.2756463699599
545855,2/3/2018 12:00:00 AM,10119,28,,84.0474912352941,12.8317518030716
545856,2/3/2018 12:00:00 AM,10122,28,,18.1793436093918,19.3055027181363
545857,2/3/2018 12:00:00 AM,10146,29,,0,0.000264495874548951
545858,2/3/2018 12:00:00 AM,10206,29,,6.64030748829245,36.1210951125189
545859,2/3/2018 12:00:00 AM,10207,29,,6.64030748829245,36.1210951124466
545860,2/3/2018 12:00:00 AM,10156,29,,0,0.000266240480729998
545861,2/3/2018 12:00:00 AM,10209,29,,6.64030748829245,36.1210951124098
545862,2/3/2018 12:00:00 AM,10211,29,,6.64030748829245,36.1210951124505
545863,2/3/2018 12:00:00 AM,10212,29,,6.64030748829245,36.1210951124887
545864,2/3/2018 12:00:00 AM,10158,29,,0,0.000273506055155624
545865,2/3/2018 12:00:00 AM,10214,29,,7.25247858530619,43.1688266194546
